net,length_um
_05817_,8.14
_06264_,8.14
_02597_,8.12
_02824_,8.12
_03409_,8.12
_03807_,8.12
_04400_,8.12
_04438_,8.12
_04451_,8.12
_06799_,8.12
_00493_,8.1
_00642_,8.1
_01878_,8.1
_02205_,8.1
_02933_,8.1
_03061_,8.1
_03574_,8.1
_03661_,8.1
_03900_,8.1
_04259_,8.1
_04691_,8.1
_04734_,8.1
_04980_,8.1
_05892_,8.1
_00023_,8.08
_00545_,8.08
_00926_,8.08
_01928_,8.08
_02284_,8.08
_03895_,8.08
_04167_,8.08
_05460_,8.08
_05561_,8.08
_05988_,8.08
_06769_,8.08
_04460_,8.075
_00510_,8.06
_02869_,8.06
_04053_,8.06
_06896_,8.06
_07012_,8.06
_01065_,8.04
_01802_,8.04
_04866_,8.04
_00368_,8.02
_00533_,8.02
_01797_,8.02
_02157_,8.02
_02691_,8.02
_02886_,8.02
_03052_,8.02
_03109_,8.02
_03732_,8.02
_04442_,8.02
_04652_,8.02
_04872_,8.02
_05309_,8.02
_05428_,8.02
_05891_,8.02
_06050_,8.02
_06231_,8.02
_06625_,8.02
_06974_,8.02
_01366_,8.015
_00454_,8.01
_00537_,8
_01813_,8
_01971_,8
_03712_,8
_05123_,8
_05164_,8
_06598_,8
_00028_,7.98
_01101_,7.98
_01251_,7.98
_01530_,7.98
_01594_,7.98
_03520_,7.98
_03903_,7.98
_04130_,7.98
_04511_,7.98
_04934_,7.98
_05092_,7.98
_05692_,7.98
_06567_,7.98
_06893_,7.98
_00737_,7.96
_02360_,7.96
_02623_,7.96
_02863_,7.96
_03083_,7.96
_04746_,7.96
_04823_,7.96
_06462_,7.96
_00123_,7.95
_04644_,7.94
_05486_,7.94
_06609_,7.94
_00622_,7.92
_02884_,7.92
_05720_,7.92
_05995_,7.92
_00173_,7.9
_00724_,7.9
_02542_,7.9
_04071_,7.9
_04364_,7.9
_06315_,7.9
_06410_,7.9
_06477_,7.9
_06703_,7.9
_00182_,7.88
_01322_,7.88
_01674_,7.88
_01783_,7.88
_01872_,7.88
_02237_,7.88
_03669_,7.88
_04328_,7.88
_06143_,7.88
_00247_,7.86
_00348_,7.86
_00418_,7.86
_02225_,7.86
_02506_,7.86
_03562_,7.86
_03619_,7.86
_04073_,7.86
_04153_,7.86
_04793_,7.86
_06858_,7.86
_02041_,7.84
_05899_,7.84
_06260_,7.84
_06694_,7.84
_02580_,7.82
_05511_,7.82
_05607_,7.82
net174,7.82
_03209_,7.8
_03381_,7.8
_00424_,7.78
_00587_,7.78
_00678_,7.78
_01566_,7.78
_01678_,7.78
_01989_,7.78
_02674_,7.78
_03337_,7.78
_04002_,7.78
_05255_,7.78
_05290_,7.78
_05660_,7.78
_06012_,7.78
_06768_,7.78
_00022_,7.76
_00171_,7.76
_02812_,7.76
_05444_,7.76
_06346_,7.76
_00358_,7.74
_00643_,7.74
_01004_,7.74
_01297_,7.74
_01817_,7.74
_01829_,7.74
_01935_,7.74
_02346_,7.74
_04787_,7.74
_05420_,7.74
_05781_,7.74
_06203_,7.74
_06669_,7.74
_02998_,7.725
_00624_,7.72
_03724_,7.715
_00107_,7.7
_02218_,7.7
_02271_,7.7
_03914_,7.7
_05189_,7.7
_05396_,7.7
_01398_,7.68
_01502_,7.68
_02047_,7.68
_02510_,7.68
_04415_,7.68
_04757_,7.68
_04788_,7.68
net164,7.68
_01213_,7.66
_01220_,7.66
_02353_,7.66
_02592_,7.66
_02826_,7.66
_03105_,7.66
_03450_,7.66
_04844_,7.66
_05119_,7.66
_05227_,7.66
_05496_,7.66
_06106_,7.66
_06326_,7.66
_06330_,7.66
_06362_,7.66
_06503_,7.66
_07005_,7.66
_02199_,7.655
_00185_,7.64
_00437_,7.64
_01711_,7.64
_02569_,7.64
_03006_,7.64
_03267_,7.64
_03360_,7.64
_03611_,7.64
_03946_,7.64
_04301_,7.64
_04647_,7.64
_04812_,7.64
_05745_,7.64
_05884_,7.64
_06682_,7.64
_06704_,7.64
_06917_,7.64
_01503_,7.62
_03099_,7.62
_03912_,7.62
_04770_,7.62
_03452_,7.61
_00331_,7.6
_00848_,7.6
_01969_,7.6
_02529_,7.6
_03324_,7.6
_05778_,7.6
_06007_,7.6
_06589_,7.6
_01231_,7.59
prod[11],7.59
prod[12],7.59
prod[18],7.59
prod[23],7.59
prod[34],7.59
prod[53],7.59
_03341_,7.58
_06372_,7.58
prod[22],7.58
prod[28],7.58
prod[3],7.58
prod[5],7.58
prod[6],7.58
_00005_,7.56
_00190_,7.56
_00675_,7.56
_01528_,7.56
_01994_,7.56
_03133_,7.56
_03220_,7.56
_03420_,7.56
_04054_,7.56
_05963_,7.56
_06863_,7.56
_01418_,7.54
_01445_,7.54
_01673_,7.54
_02124_,7.54
_02183_,7.54
_03077_,7.54
_06561_,7.54
_02751_,7.535
_00088_,7.52
_01775_,7.52
_02526_,7.52
_02636_,7.52
_02880_,7.52
_03182_,7.52
_03331_,7.52
_03694_,7.52
_03770_,7.52
_03925_,7.52
_03933_,7.52
_04045_,7.52
_04066_,7.52
_04083_,7.52
_04435_,7.52
_04609_,7.52
_05277_,7.52
_05557_,7.52
_05912_,7.52
_06158_,7.52
_06399_,7.52
_06688_,7.52
_00308_,7.515
_00787_,7.5
_01497_,7.5
_05993_,7.5
_06924_,7.5
_06676_,7.495
_01273_,7.46
_01278_,7.46
_01767_,7.46
_03135_,7.46
_03171_,7.46
_03546_,7.46
_05690_,7.46
_06647_,7.46
_04625_,7.45
_00857_,7.44
_02833_,7.44
_03106_,7.44
_03286_,7.44
_03516_,7.44
_03572_,7.44
_03627_,7.44
_03667_,7.44
_03826_,7.44
_04371_,7.44
_04470_,7.44
_04567_,7.44
_04695_,7.44
_05418_,7.44
_06518_,7.44
_00754_,7.42
_01455_,7.42
_03297_,7.42
_04881_,7.42
_05540_,7.42
net134,7.42
_03232_,7.415
_05041_,7.415
_06040_,7.415
_00039_,7.4
_00189_,7.4
_00350_,7.4
_00361_,7.4
_01049_,7.4
_03528_,7.4
_04747_,7.4
_05900_,7.4
_06017_,7.4
_06328_,7.4
_06352_,7.4
_06807_,7.4
_04075_,7.395
_01537_,7.38
_01751_,7.38
_04742_,7.36
_06132_,7.34
_06267_,7.34
_00500_,7.32
_00822_,7.32
_01373_,7.32
_01565_,7.32
_01627_,7.32
_01703_,7.32
_01890_,7.32
_01993_,7.32
_02599_,7.32
_03011_,7.32
_03455_,7.32
_03469_,7.32
_03763_,7.32
_04019_,7.32
_04107_,7.32
_05512_,7.32
_06763_,7.32
_01562_,7.305
_03226_,7.3
_04937_,7.3
_00809_,7.28
_01984_,7.28
_02217_,7.28
_02781_,7.28
_03872_,7.28
_04859_,7.28
_04869_,7.28
_05081_,7.28
_05154_,7.28
_06668_,7.28
_07017_,7.28
_07068_,7.28
_04341_,7.27
_06139_,7.26
_00934_,7.24
_03241_,7.24
_03355_,7.24
_03689_,7.23
_00034_,7.22
_00791_,7.22
_02630_,7.22
_02914_,7.22
_03909_,7.22
_05929_,7.22
_06572_,7.22
net165,7.22
_00103_,7.21
_02667_,7.205
_00429_,7.2
_00646_,7.2
_00714_,7.2
_01126_,7.2
_02210_,7.2
_02848_,7.2
_04462_,7.2
_05980_,7.2
_06093_,7.2
_06137_,7.2
_06666_,7.2
_06748_,7.2
_02420_,7.18
_02896_,7.18
_03219_,7.18
_03726_,7.18
_03742_,7.18
_04000_,7.18
_04052_,7.18
_04564_,7.18
_04792_,7.18
_04837_,7.18
_05382_,7.18
_06548_,7.18
_01525_,7.16
_01660_,7.16
_01893_,7.16
_03675_,7.16
_05827_,7.16
_05944_,7.16
_07028_,7.16
_00476_,7.14
_01549_,7.14
_03920_,7.14
_06758_,7.14
_02961_,7.12
_03198_,7.12
_04018_,7.12
_04669_,7.12
_04803_,7.12
_05657_,7.12
_06815_,7.12
net151,7.12
_00621_,7.1
_01224_,7.1
_02019_,7.1
_02220_,7.1
_02425_,7.1
_03194_,7.1
_04204_,7.1
_04495_,7.1
_05004_,7.1
_06345_,7.1
_06386_,7.1
net147,7.09
_00404_,7.08
_00952_,7.08
_01482_,7.08
_02011_,7.08
_02816_,7.08
_04450_,7.08
_04683_,7.08
_04708_,7.08
_06082_,7.08
_06148_,7.08
_00041_,7.06
_00187_,7.06
_00290_,7.06
_00302_,7.06
_00385_,7.06
_00471_,7.06
_00568_,7.06
_01942_,7.06
_02216_,7.06
_02258_,7.06
_02583_,7.06
_02941_,7.06
_03041_,7.06
_03468_,7.06
_03483_,7.06
_03722_,7.06
_04360_,7.06
_05935_,7.06
_06731_,7.06
net157,7.06
_01308_,7.04
_03334_,7.04
_00092_,7.03
_00237_,7.02
_00887_,7.01
_05025_,7.01
_02519_,7
_04850_,7
_06014_,7
_06341_,7
_00863_,6.985
_05852_,6.985
_01080_,6.98
_01270_,6.98
_01320_,6.98
_02532_,6.98
_02761_,6.98
_02769_,6.98
_03034_,6.98
_03651_,6.98
_03979_,6.98
_04336_,6.98
_04479_,6.98
_04817_,6.98
_05266_,6.98
_06685_,6.98
_06883_,6.98
_06952_,6.98
_07066_,6.98
_05591_,6.97
_00592_,6.96
_01387_,6.96
_01778_,6.96
_02554_,6.96
_02865_,6.96
_03273_,6.96
_03362_,6.96
_04555_,6.96
_01141_,6.94
_01926_,6.94
_02058_,6.94
_03197_,6.94
_03767_,6.94
_03842_,6.94
_03891_,6.94
_03947_,6.94
_04118_,6.94
_04423_,6.94
_04774_,6.94
_06204_,6.94
_06436_,6.94
_01136_,6.93
_02438_,6.92
_03949_,6.92
_04749_,6.9
_05618_,6.9
_00252_,6.88
_00988_,6.88
_02004_,6.88
_03379_,6.88
_05317_,6.88
_06044_,6.88
_06761_,6.88
_00010_,6.86
_00312_,6.86
_00548_,6.86
_00892_,6.86
_01714_,6.86
_01746_,6.86
_02403_,6.86
_02750_,6.86
_02806_,6.86
_02851_,6.86
_03642_,6.86
_03883_,6.86
_03885_,6.86
_04907_,6.86
_05260_,6.86
_06358_,6.86
_06464_,6.86
_06465_,6.86
_06900_,6.86
_06432_,6.855
_02329_,6.85
_03723_,6.84
_00269_,6.82
_01107_,6.82
_01625_,6.82
_01871_,6.82
_02556_,6.82
_03128_,6.82
_03757_,6.82
_03839_,6.82
_05021_,6.82
_06649_,6.82
_06890_,6.82
_07067_,6.82
net189,6.82
_01125_,6.8
_03871_,6.8
prod[20],6.79
_03174_,6.78
_04011_,6.78
_06165_,6.78
_06735_,6.78
b[6],6.77
_00292_,6.76
_02396_,6.76
_02974_,6.76
_07007_,6.76
_04222_,6.755
_00090_,6.74
_00154_,6.74
_00731_,6.74
_00994_,6.74
_01225_,6.74
_01515_,6.74
_01970_,6.74
_03746_,6.74
_04786_,6.74
_04932_,6.74
_05360_,6.74
_06002_,6.74
_06080_,6.74
_06256_,6.74
net180,6.74
_00794_,6.72
_01377_,6.72
_01743_,6.72
_02054_,6.72
_02104_,6.72
_02302_,6.72
_02972_,6.72
_02984_,6.72
_03288_,6.72
_03424_,6.72
_03921_,6.72
_04029_,6.72
_04286_,6.72
_04815_,6.72
_05491_,6.72
_06107_,6.72
_06124_,6.72
_06827_,6.72
_05058_,6.67
_06713_,6.67
_01235_,6.66
_01449_,6.66
_01479_,6.66
_01587_,6.66
_02785_,6.66
_02831_,6.66
_02885_,6.66
_03805_,6.66
_05098_,6.66
_05553_,6.66
_06101_,6.66
_06303_,6.66
_06569_,6.66
_06717_,6.66
_00055_,6.64
_00169_,6.64
_00599_,6.64
_00758_,6.64
_00797_,6.64
_01031_,6.64
_01145_,6.64
_01324_,6.64
_01353_,6.64
_01381_,6.64
_01404_,6.64
_02366_,6.64
_02619_,6.64
_02931_,6.64
_03415_,6.64
_04009_,6.64
_04496_,6.64
_04779_,6.64
_05210_,6.64
_06339_,6.64
_06795_,6.64
_06834_,6.64
_07022_,6.64
_00477_,6.62
_00746_,6.62
_01453_,6.62
_03863_,6.62
_04896_,6.62
_05860_,6.62
_00248_,6.6
_00619_,6.6
_00658_,6.6
_00696_,6.6
_00726_,6.6
_00748_,6.6
_00825_,6.6
_01634_,6.6
_02633_,6.6
_02682_,6.6
_03028_,6.6
_03771_,6.6
_04529_,6.6
_04794_,6.6
_05124_,6.6
_05166_,6.6
_05188_,6.6
_05288_,6.6
_05862_,6.6
_05909_,6.6
_06209_,6.6
_06245_,6.6
_06374_,6.6
_06787_,6.6
_06808_,6.6
_06865_,6.6
_06986_,6.6
_00372_,6.58
_03347_,6.58
_06983_,6.57
_03711_,6.56
_04631_,6.56
_02940_,6.55
_00468_,6.54
_01045_,6.54
_02882_,6.54
_04905_,6.54
_05369_,6.54
_05393_,6.54
_06936_,6.54
_00015_,6.52
_00527_,6.52
_01706_,6.52
_01718_,6.52
_01815_,6.52
_01998_,6.52
_02111_,6.52
_02118_,6.52
_02282_,6.52
_02365_,6.52
_02626_,6.52
_02958_,6.52
_03060_,6.52
_03333_,6.52
_03363_,6.52
_03855_,6.52
_04497_,6.52
_05072_,6.52
_05943_,6.52
_06030_,6.52
_06068_,6.52
_06845_,6.52
_00482_,6.5
_01968_,6.5
_06035_,6.5
_00042_,6.48
_00539_,6.48
_00900_,6.48
_01210_,6.48
_01286_,6.48
_01981_,6.48
_03478_,6.48
_04074_,6.48
_04174_,6.48
_04944_,6.48
_06422_,6.48
_06959_,6.48
_00936_,6.46
_02553_,6.46
_03382_,6.44
_04826_,6.44
prod[59],6.43
_00400_,6.42
_04685_,6.42
_04860_,6.42
_00781_,6.4
_01282_,6.4
_01723_,6.4
_02288_,6.4
_02372_,6.4
_02504_,6.4
_02680_,6.4
_02701_,6.4
_03269_,6.4
_03300_,6.4
_03356_,6.4
_03725_,6.4
_04087_,6.4
_04098_,6.4
_04852_,6.4
_05348_,6.4
_06063_,6.4
_06371_,6.4
_06830_,6.4
_00270_,6.38
_01561_,6.38
_02245_,6.38
_02451_,6.38
_05701_,6.38
_05928_,6.38
_02962_,6.375
_01138_,6.37
_03303_,6.36
_05450_,6.36
_04846_,6.34
_03014_,6.335
_01084_,6.32
_01589_,6.32
_01641_,6.32
_06788_,6.32
_07063_,6.32
a[31],6.31
b[10],6.31
_00012_,6.3
_02154_,6.3
_03390_,6.3
_04092_,6.3
_05419_,6.3
_05847_,6.3
_06200_,6.3
_06236_,6.3
_07006_,6.3
_00813_,6.28
_00927_,6.28
_01977_,6.28
_02899_,6.28
_03325_,6.28
_05332_,6.28
_05839_,6.28
_06111_,6.28
_06451_,6.28
_06543_,6.28
_06913_,6.28
_03314_,6.27
_00570_,6.26
_01511_,6.26
_03312_,6.26
_04679_,6.26
_05023_,6.26
_05406_,6.26
_05481_,6.26
_05890_,6.26
_05940_,6.26
_06118_,6.26
_06836_,6.25
_01522_,6.24
_03715_,6.24
_04106_,6.24
_05874_,6.24
_06350_,6.24
_06867_,6.24
_03350_,6.22
_02186_,6.2
_02771_,6.2
_02836_,6.2
_02837_,6.2
_02888_,6.2
_03120_,6.2
_03320_,6.2
_03806_,6.2
_04227_,6.2
net159,6.2
_00849_,6.18
_00907_,6.18
_01380_,6.18
_01668_,6.18
_01761_,6.18
_01812_,6.18
_02440_,6.18
_02756_,6.18
_02902_,6.18
_03266_,6.18
_03271_,6.18
_03287_,6.18
_03353_,6.18
_03720_,6.18
_04128_,6.18
_04133_,6.18
_04678_,6.18
_04877_,6.18
_04964_,6.18
_05005_,6.18
_06592_,6.18
_06705_,6.18
_06855_,6.18
_06907_,6.18
_00645_,6.16
_01201_,6.16
_01330_,6.16
_01961_,6.16
_02471_,6.16
_04040_,6.16
_04771_,6.16
_05938_,6.16
_06714_,6.16
_06876_,6.16
_06919_,6.16
_02064_,6.15
_00281_,6.14
_00313_,6.14
_00889_,6.14
_01331_,6.14
_01477_,6.14
_01721_,6.14
_01732_,6.14
_01830_,6.14
_01936_,6.14
_02087_,6.14
_02732_,6.14
_03203_,6.14
_03265_,6.14
_03717_,6.14
_03759_,6.14
_03784_,6.14
_03901_,6.14
_04557_,6.14
_04890_,6.14
_05003_,6.14
_05028_,6.14
_05050_,6.14
_05094_,6.14
_05215_,6.14
_06375_,6.14
_06770_,6.14
_06797_,6.14
_00498_,6.12
_01028_,6.12
_03044_,6.11
_04784_,6.1
a[28],6.09
b[0],6.09
b[25],6.09
b[26],6.09
b[31],6.09
prod[8],6.09
_01429_,6.08
_02622_,6.08
_03079_,6.08
_03392_,6.08
_00279_,6.06
_00450_,6.06
_00958_,6.06
_02463_,6.06
_02576_,6.06
_03110_,6.06
_03230_,6.06
_03389_,6.06
_03463_,6.06
_05156_,6.06
_05311_,6.06
_04264_,6.05
_00582_,6.04
_02572_,6.04
_02860_,6.03
_04428_,6.02
_05196_,6.02
_06992_,6.02
_04973_,5.97
a[11],5.97
a[6],5.97
a[9],5.97
b[5],5.97
_00627_,5.96
_01895_,5.96
_01914_,5.96
_02016_,5.96
_04751_,5.96
_05349_,5.96
_06151_,5.96
_06276_,5.96
_00241_,5.94
_00394_,5.94
_00405_,5.94
_00969_,5.94
_02512_,5.94
_02515_,5.94
_02801_,5.94
_02830_,5.94
_02859_,5.94
_03078_,5.94
_03204_,5.94
_03263_,5.94
_03558_,5.94
_05090_,5.94
_05182_,5.94
_06066_,5.94
_06105_,5.94
_06488_,5.94
_03160_,5.925
_04640_,5.925
_00577_,5.92
_01568_,5.92
_03255_,5.92
_03700_,5.92
_04748_,5.91
_01386_,5.9
_01884_,5.9
_02706_,5.9
_06802_,5.9
_00494_,5.86
_01785_,5.86
_01801_,5.86
_02132_,5.86
_02793_,5.86
_03207_,5.86
_04723_,5.86
_04755_,5.86
_06021_,5.86
_06718_,5.86
_06814_,5.86
_03017_,5.855
_00315_,5.84
_00473_,5.84
_01484_,5.84
_01523_,5.84
_02402_,5.84
_03843_,5.84
_04976_,5.84
_05986_,5.84
_06275_,5.84
_06490_,5.84
_06662_,5.84
_00205_,5.82
_00433_,5.82
_00600_,5.82
_00967_,5.82
_01151_,5.82
_01344_,5.82
_02140_,5.82
_02279_,5.82
_02330_,5.82
_02390_,5.82
_02813_,5.82
_03158_,5.82
_04493_,5.82
_04605_,5.82
_06588_,5.82
_06887_,5.82
_07058_,5.82
_03930_,5.815
_00115_,5.8
_00286_,5.8
_00351_,5.8
_00540_,5.8
_00993_,5.8
_01063_,5.8
_01826_,5.8
_02012_,5.8
_03088_,5.8
_03258_,5.8
_03375_,5.8
_04069_,5.8
_05073_,5.8
_05381_,5.8
_06405_,5.8
_06474_,5.8
_06504_,5.8
_06829_,5.8
_06979_,5.8
_07034_,5.8
_07049_,5.8
_03022_,5.78
_05062_,5.77
_06285_,5.76
prod[21],5.75
prod[2],5.75
prod[31],5.75
prod[36],5.75
prod[37],5.75
prod[39],5.75
prod[47],5.75
prod[55],5.75
prod[9],5.75
_00752_,5.74
_02660_,5.74
_04033_,5.74
_04088_,5.74
_05330_,5.74
_05774_,5.74
_06421_,5.74
_06783_,5.74
_00538_,5.72
_00550_,5.72
_00698_,5.72
_01532_,5.72
_01574_,5.72
_02079_,5.72
_02161_,5.72
_02340_,5.72
_03058_,5.72
_03296_,5.72
_03400_,5.72
_03466_,5.72
_03482_,5.72
_03755_,5.72
_04228_,5.72
_04444_,5.72
_04623_,5.72
_04806_,5.72
_05001_,5.72
_05252_,5.72
_05254_,5.72
_05736_,5.72
_06123_,5.72
_06164_,5.72
_06638_,5.72
_06715_,5.72
_06857_,5.72
_06932_,5.72
_01229_,5.7
_02234_,5.7
_02700_,5.7
_03054_,5.7
_03563_,5.7
_03753_,5.7
_03960_,5.7
_03996_,5.7
_04836_,5.7
_05489_,5.7
_05920_,5.7
_06510_,5.7
_00102_,5.68
_00130_,5.68
_00168_,5.68
_00409_,5.68
_00489_,5.68
_00981_,5.68
_01135_,5.68
_01150_,5.68
_02143_,5.68
_02845_,5.68
_02969_,5.68
_03097_,5.68
_03235_,5.68
_03672_,5.68
_04111_,5.68
_04181_,5.68
_05296_,5.68
_05477_,5.68
_05555_,5.68
_06224_,5.68
_06348_,5.68
_06605_,5.68
_06699_,5.68
net78,5.68
net128,5.68
_04655_,5.66
_06832_,5.65
_01494_,5.64
_02421_,5.63
a[14],5.63
b[15],5.63
b[20],5.63
b[4],5.63
_01396_,5.62
_02383_,5.62
_02943_,5.62
_04049_,5.62
_04569_,5.62
_05042_,5.62
_06127_,5.62
_01764_,5.615
_02809_,5.61
_06145_,5.61
_00909_,5.6
_00979_,5.6
_01677_,5.6
_02198_,5.6
_02336_,5.6
_02909_,5.6
_02986_,5.6
_03795_,5.6
_04078_,5.6
_04117_,5.6
_04188_,5.6
_05115_,5.6
_05137_,5.6
_05155_,5.6
_05316_,5.6
_06166_,5.6
_07026_,5.6
_01083_,5.595
_04940_,5.595
_02600_,5.59
_02648_,5.59
_01742_,5.58
_02852_,5.58
_04943_,5.58
_05217_,5.58
_06060_,5.58
_06517_,5.58
_04658_,5.575
_01184_,5.56
_04986_,5.56
_02995_,5.54
_06413_,5.54
_03447_,5.53
_05110_,5.53
_01087_,5.52
_02500_,5.52
_02874_,5.52
_03039_,5.52
_06304_,5.52
_01619_,5.5
_04311_,5.5
_02356_,5.495
_06841_,5.495
_00117_,5.48
_00124_,5.48
_00224_,5.48
_00739_,5.48
_00929_,5.48
_00935_,5.48
_01488_,5.48
_02236_,5.48
_02900_,5.48
_03867_,5.48
_05873_,5.48
_05974_,5.48
_06287_,5.48
_06943_,5.48
_00919_,5.475
_02014_,5.46
_03764_,5.46
_04202_,5.46
_01659_,5.44
_06193_,5.435
a[21],5.41
b[18],5.41
b[24],5.41
_00043_,5.4
_01051_,5.4
_04410_,5.4
_05971_,5.4
_06184_,5.4
_06420_,5.4
_06739_,5.4
_02550_,5.395
_00651_,5.38
_00736_,5.38
_01037_,5.38
_01205_,5.38
_01466_,5.38
_02359_,5.38
_02915_,5.38
_03049_,5.38
_03304_,5.38
_04035_,5.38
_04233_,5.38
_04664_,5.38
_04994_,5.38
_05032_,5.38
_05394_,5.38
_05407_,5.38
_05534_,5.38
_05619_,5.38
_05707_,5.38
_05948_,5.38
_06198_,5.38
_04818_,5.37
_00105_,5.36
_00461_,5.36
_00593_,5.36
_03509_,5.36
_03936_,5.36
_04507_,5.36
_04733_,5.36
_05397_,5.36
_05762_,5.36
_06065_,5.36
_06273_,5.36
_06817_,5.36
_00238_,5.34
_00480_,5.34
_00594_,5.34
_00815_,5.34
_00855_,5.34
_01903_,5.34
_01992_,5.34
_02248_,5.34
_02567_,5.34
_02825_,5.34
_02834_,5.34
_03535_,5.34
_03628_,5.34
_04518_,5.34
_04615_,5.34
_04929_,5.34
_05933_,5.34
_06408_,5.34
_06485_,5.34
_03691_,5.3
a[17],5.29
_00156_,5.28
_00220_,5.28
_00426_,5.28
_00507_,5.28
_01423_,5.28
_02775_,5.28
_03332_,5.28
_03836_,5.28
_04209_,5.28
_06519_,5.28
_06851_,5.28
_07062_,5.28
net171,5.28
_00506_,5.26
_00511_,5.26
_00659_,5.26
_00977_,5.26
_01133_,5.26
_01335_,5.26
_01880_,5.26
_02478_,5.26
_02503_,5.26
_02783_,5.26
_03228_,5.26
_03233_,5.26
_03958_,5.26
_04443_,5.26
_04715_,5.26
_04842_,5.26
_05270_,5.26
_05300_,5.26
_05583_,5.26
_05603_,5.26
_05673_,5.26
_05987_,5.26
_05990_,5.26
_06356_,5.26
_06435_,5.26
_06466_,5.26
_04833_,5.25
_00838_,5.24
_02227_,5.24
_04196_,5.24
_06015_,5.24
_06381_,5.24
_00071_,5.22
_00152_,5.22
_00474_,5.22
_00495_,5.22
_00560_,5.22
_00606_,5.22
_00614_,5.22
_01395_,5.22
_01424_,5.22
_01514_,5.22
_01965_,5.22
_02433_,5.22
_02620_,5.22
_04641_,5.22
_04688_,5.22
_05308_,5.22
_05834_,5.22
_05876_,5.22
_06183_,5.22
_06389_,5.22
_06544_,5.22
_06780_,5.22
net179,5.22
_00397_,5.16
_03376_,5.16
_03869_,5.16
_05844_,5.16
_06110_,5.16
_06409_,5.16
_06542_,5.16
_06672_,5.16
_06507_,5.145
_00518_,5.14
_01258_,5.14
_01733_,5.14
_02332_,5.14
_02516_,5.14
_02546_,5.14
_02676_,5.14
_03021_,5.14
_03075_,5.14
_03344_,5.14
_03811_,5.14
_04138_,5.14
_04192_,5.14
_04230_,5.14
_04568_,5.14
_05061_,5.14
_05186_,5.14
_06090_,5.14
_06220_,5.14
_06343_,5.14
_06906_,5.14
_00826_,5.12
_01401_,5.12
_02625_,5.12
_05158_,5.12
_05878_,5.12
_06843_,5.12
_00515_,5.1
_01951_,5.1
_02145_,5.1
_03102_,5.1
_04854_,5.1
_05379_,5.1
prod[0],5.07
prod[13],5.07
prod[1],5.07
prod[29],5.07
prod[30],5.07
prod[33],5.07
prod[35],5.07
prod[54],5.07
_00359_,5.06
_01124_,5.06
_03213_,5.06
_05103_,5.06
net178,5.06
_02777_,5.04
_02815_,5.04
_04953_,5.025
_00465_,5.02
_01121_,5.02
_01132_,5.02
_01542_,5.02
_01849_,5.02
_01937_,5.02
_01991_,5.02
_02091_,5.02
_02531_,5.02
_02656_,5.02
_03812_,5.02
_04086_,5.02
_04662_,5.02
_04676_,5.02
_04761_,5.02
_05237_,5.02
_05265_,5.02
_05627_,5.02
_06331_,5.02
_06486_,5.02
_06848_,5.02
_07065_,5.02
_01986_,5
_05790_,5
_06237_,5
_06398_,4.95
a[12],4.95
prod[24],4.95
prod[40],4.95
prod[41],4.95
prod[48],4.95
prod[58],4.95
prod[7],4.95
_00024_,4.94
_02985_,4.94
_03939_,4.94
_04097_,4.94
_04207_,4.94
_04211_,4.94
_05070_,4.94
_05159_,4.94
_05655_,4.94
_05922_,4.94
_06168_,4.94
_06608_,4.94
_02173_,4.93
_00230_,4.92
_00448_,4.92
_01609_,4.92
_01745_,4.92
_02200_,4.92
_02243_,4.92
_02752_,4.92
_02832_,4.92
_02872_,4.92
_03348_,4.92
_03374_,4.92
_04315_,4.92
_04324_,4.92
_04408_,4.92
_04445_,4.92
_04629_,4.92
_04686_,4.92
_04763_,4.92
_04797_,4.92
_05234_,4.92
_05334_,4.92
_06210_,4.92
_06289_,4.92
_06914_,4.92
_00686_,4.9
_00747_,4.9
_01707_,4.9
_02056_,4.9
_02778_,4.9
_03614_,4.9
_03815_,4.9
_05327_,4.9
_06721_,4.9
_01029_,4.88
_01052_,4.88
_01655_,4.88
_01857_,4.88
_02078_,4.88
_02641_,4.88
_02866_,4.88
_03193_,4.88
_03385_,4.88
_03422_,4.88
_03432_,4.88
_04183_,4.88
_04218_,4.88
_04538_,4.88
_04692_,4.88
_04752_,4.88
_05112_,4.88
_05175_,4.88
_05468_,4.88
_05547_,4.88
_05611_,4.88
_05783_,4.88
_00140_,4.82
_00297_,4.82
_01118_,4.82
_01454_,4.82
_01529_,4.82
_01599_,4.82
_01699_,4.82
_02146_,4.82
_02319_,4.82
_03123_,4.82
_03195_,4.82
_03515_,4.82
_03618_,4.82
_03701_,4.82
_04027_,4.82
_04144_,4.82
_05138_,4.82
_05314_,4.82
_06779_,4.82
_06791_,4.82
_07023_,4.82
net145,4.82
_06941_,4.805
_00036_,4.8
_00167_,4.8
_00706_,4.8
_00774_,4.8
_01012_,4.8
_01130_,4.8
_01172_,4.8
_01459_,4.8
_01464_,4.8
_01611_,4.8
_02025_,4.8
_02176_,4.8
_02181_,4.8
_02206_,4.8
_02393_,4.8
_02434_,4.8
_02926_,4.8
